verb,cluster,id,status,text
kick,literal,wsj76:569,L,"It is an opera in which a fat Viking wearing glasses sings `` das Gold , das Gold '' from Beethoven 's `` Fidelio '' while a nun lies on her back suggestively kicking her legs "
kick,literal,wsj10:2506,L,Most-Remarkable Injury -- Angels outfielder Chili Davis dislocated a toe when he kicked a chair after popping out in a June 26 home game against Milwaukee 
kick,literal,wsj13:2139,L,"William Buckley 's ordeal -- a year of beatings and worse , each one taking its toll , death finally when his lungs filled with fluid from being kicked in the kidneys "
kick,literal,wsj13:5764,U,"By 1981 , however , most other partners grew fed up with Mr. Bloomberg 's blunt manner and complaints about inefficient management , and they voted to kick him out "
kick,literal,wsj14:4152,U,"Also , we have to kick harder , because our legs ride lower in the water than freestylers ' do "
kick,literal,wsj21:6882,U,"The shuttle 's engines fired in proper sequence , releasing a scarlet torrent of flame that pounded the launch pad for 20 seconds and kicked a billowing cloud of exhaust 200 feet into the air "
kick,literal,wsj27:8673,U,"Congress has kicked around a bill to strike a palladium coin , but it has n't generated much support "
kick,literal,wsj28:8574,U,"The automatic rifle kicked back , hitting the youth in the leg "
kick,literal,wsj29:28,L,"He crawled out the bowsprit , kicked in a stern gallery window and led his sailors to capture the ship , then use it as a bridge to board and capture the Spanish flagship lying alongside "
kick,literal,wsj29:6814,L,"Meetings degenerated into shouting matches ; after one , a copywriter kicked a hole in a wall "
kick,literal,wsj34:1824,L,"The horses ' handler , a young woman , leapt onto Mr. Ricci 's horse and kicked away in a cloud of dust "
kick,literal,wsj34:4139,U,"Today and Friday , NATO 's foreign ministers will meet in Madrid , Spain , whose government has just kicked out the U.S. 's 72 F-16s based at Torrejon Air Base "
kick,literal,wsj35:2021,U,"Forty million Americans , including some members of the jury , have kicked the habit "
kick,literal,wsj35:4822,L,"The A 's won Monday 's opener , 3-2 , on a Henderson home run in the 14th inning , but were upstaged by Team Turmoil 's manager , Billy Martin , who was ejected after pulling his old stunt of kicking dirt on an umpire during a dispute "
kick,literal,wsj39:4342,U,"As the Reagan administration draws chaotically to a close , policy questions that once were treated with deadly seriousness inside the government are being kicked about like toys by officials concerned only with scoring points in the Washington power game "
kick,literal,wsj44:1161,L,"His legislative tactics include ripping microphones off the speaker 's desk to prevent his calling a vote , jumping on desks to kick away piles of paper recording offensive legislation and rolling on the floor in shoving matches with KMT opponents "
kill,nonliteral,wsj02:7742,N,"Mr. Reagan , in his first term , tried to kill the agency "
kill,nonliteral,wsj04:538,L,Wind shear has contributed to at least five major airline accidents in the past 15 years in which more than 500 people have been killed 
kill,nonliteral,wsj05:9207,L,"The storm killed about 100 people on land , and left more than 100 , 000 homeless "
kill,nonliteral,wsj07:4844,L,"Two air crashes in India killed at least 164 people , authorities said "
kill,nonliteral,wsj08:4723,L,Friends say a 1975 auto crash that killed his wife and two children pushed Mr. Kiley deeper into his work and seared new priorities into his management approach 
kill,nonliteral,wsj14:6841,L,"News accounts told of thousands of Iranian soldiers at the Iraqi front suffering severe burns and damaged lungs from mustard gas , a poison that killed or maimed over a million people in World War I "
kill,nonliteral,wsj17:1134,L,"Last month , Thiokol said it settled the last suit with the estates of the seven crew members killed in the Challenger "
kill,nonliteral,wsj17:7848,L,"JETLINER CRASHED at Dallas-Fort Worth Airport , killing 13 people "
kill,nonliteral,wsj18:8798,L,"His pal Shorty -LRB- John Mahoney -RRB- is an apparently gentle man , driven to killing blacks in cold blood in the middle of the night by the death of his son in Vietnam and by the loss of his farm "
kill,nonliteral,wsj19:6693,L,The guerrillas claim they killed 35 Angolans and 15 Cubans 
kill,nonliteral,wsj20:4221,L,"The parts , which included a tail assembly for the F-104 and a key component of the A-7 's stability system , were critical items , and Navy fliers could have been killed if the parts were used , the prosecutor said "
kill,nonliteral,wsj28:5533,L,Mr. Brooks tape-recorded one of the men present at the meeting saying that he believes Indians ritualistically kill and mutilate one another 
kill,nonliteral,wsj29:1884,L,"The spokesman said , however , that the plane was transmitting an identifying signal usually associated with civilian aircraft when a U.S. cruiser fired two missiles and killed all 290 aboard "
kill,nonliteral,wsj30:5213,L,"Where I live , in Silkstone in Yorkshire , we just had a memorial service as we put up a monument for some kids who were killed underground about 100 years ago -- about 80 kids , three , four , and five years of age , '' she said "
kill,nonliteral,wsj35:219,N,The lawmaker suggested that Thiokol might be trying to kill the advanced-rocket program to ensure that the current rocket is used even longer 
kill,nonliteral,wsj37:3234,L,Lebanese police said at least 17 people were killed and as many as 50 wounded in the house-to-house battles 
kill,nonliteral,wsj37:5611,L,"The pilot was killed , the navigator seriously injured "
kill,nonliteral,wsj38:1671,L,"Separately , a Soviet news agency said as many as 15 , 000 Soviet troops were killed in the 8 1 2-year war "
kill,nonliteral,wsj39:6440,L,"The latest truce in the week-old battle , which has killed 188 and injured 534 , was arranged by Syrian President Assad and Iranian President Khamenei "
kill,nonliteral,wsj39:9685,L,Pravda said an Azerbaijan metalworker went on trial for murder for his part in February ethnic riots that killed at least 32 in the Soviet republic 
kill,nonliteral,wsj40:6155,L,"According to Indian government estimates , more than 2 , 800 people were killed by the escaping gas and thousands were injured "
kill,nonliteral,wsj41:7580,L,"The high court , 6-2 , temporarily reversed U.S. attempts to strip an alleged Nazi collaborator of U.S. citizenship and ordered new hearings for a retired New Jersey dental technician who is accused of helping to kill Jews in Lithuania during World War II "
kill,nonliteral,wsj46:2903,L,"In Beirut , the pro-Iranian group Jihad threatened to kill its American and French captives if any attempt was made to storm the jetliner "
kill,nonliteral,wsj47:9926,N,Now the suspense is killing 
kill,nonliteral,wsj48:2885,N,"Senator Kennedy , and the handful of legislators who knew about the secret provision , intended to kill two unfriendly newspapers "
kill,nonliteral,wsj48:4343,L,"Julian Pierce , a Lumbee Indian running for Superior Court judge in Robeson County , was killed Saturday "
kill,nonliteral,wsj50:7912,N,But let 's be specific and kill off only those programs that are n't working 
kill,nonliteral,wsj52:4109,N,"Centralization , on the other hand , kills motivation and crushes the human spirit "
kill,nonliteral,wsj52:7264,L,"The federal government and Morton Thiokol Inc. bought annuities totaling $ 7.7 million to settle legal claims by the survivors of four of the astronauts killed in the Challenger disaster , documents showed "
kill,nonliteral,wsj53:11034,L,"Iran retaliated by firing two missiles that struck Baghdad , killing or injuring an unspecified number of people "
kill,nonliteral,wsj53:1860,N,"But although negotiations have stalled , an agreement that would kill Shoreham while keeping Lilco whole is still likely , these persons said "
kill,nonliteral,wsj55:4648,L,"Indian troops in Sri Lanka killed 20 Tamil civilians after four soldiers died in an ambush by Tamil rebels , officials in Colombo said "
kill,nonliteral,wsj57:8553,L,"When eaten , the worms release bacteria that kill the insects "
kill,nonliteral,wsj59:2188,N,"The market had a bad spill on Friday , and normally when that happens they absolutely kill it on Monday , '' said Bernard Savaiko , senior precious metals analyst for PaineWebber Inc . , New York "
kill,nonliteral,wsj59:4261,L,Sixteen people were killed in the crash 
kill,nonliteral,wsj60:5617,L,The Salk vaccine is composed of killed polio virus 
kill,nonliteral,wsj62:2805,N,"Making the Paris-Dakar rally less perilous , Mr. Sabine says , might kill it "
kill,nonliteral,wsj66:9718,L,"He quashed the legislation despite the fact that first-degree murder involves killing with premeditation or with particular cruelty , such as torture "
kill,nonliteral,wsj68:4588,L,"Israel deported eight Palestinians to Lebanon and ordered the expulsion of 12 others , including six from the West Bank village where an Israeli teen-ager and two Palestinian youths were killed last week "
kill,nonliteral,wsj68:4590,L,"Meanwhile , a Palestinian was reported killed and the PLO called for a `` day of firebombs '' April 21 "
kill,nonliteral,wsj69:6765,L,"The Japanese carrier was shaken in 1985 by a crash of a JAL Boeing 747 that killed 520 people , the worst single-aircraft accident in aviation history , and safety is a central issue in JAL 's current negotiations with several unions "
kill,nonliteral,wsj72:4401,N,"The message was programmed to be seen only once -- on March 2 -- `` then it killed itself , '' she said "
kill,nonliteral,wsj72:9792,L,But the Colombians seized the emissary and threatened to kill him if the colonel did n't turn over the drugs 
kill,nonliteral,wsj74:6353,L,"According to Mr. Gage , Mr. Mulheren later told police , several of whom are friends of his , that he would kill Messrs "
kill,nonliteral,wsj77:3343,L,"In November , North Korean agents blew up a Korean airliner en route to Seoul , killing all 115 people aboard "
kill,nonliteral,wsj77:4675,L,About 170 people were killed in Petropolis two weeks ago 
kill,nonliteral,wsj80:1517,L,"Administration officials said data collected by the U.S . , Japan , and Bahrain has confirmed South Korean charges that two North Korean agents planted a bomb that killed 115 people aboard a KAL jet last November "
kill,nonliteral,wsj82:6266,L,"More than 80 people were detained in the protests , in which an estimated 14 people were killed "
kill,nonliteral,wsj82:9623,L,The U.S. added North Korea to its list of terrorist states and announced other sanctions over the November bombing of a Korean Air Lines jet that killed 115 
kill,nonliteral,wsj83:3257,N,"Let Jim Wright , Chris Dodd , Tony Coelho , David Bonior , Mike Lowry and David Obey explain in the papers every day why their determination to kill the Contra request represents the proudest foreign-policy achievement of the Democratic Party in 1988 "
kill,nonliteral,wsj85:880,L,West German police are seeking a West Berlin woman working for Palestinian terrorists in connection with a 1986 discotheque bombing that killed two U.S. soldiers 
kill,nonliteral,wsj85:9242,L,"And each , according to lawsuits filed in connection with the accidents , was injured or killed because those belts did not provide the safety that auto makers should have been giving to rear-seat passengers "
kill,nonliteral,wsj86:2167,L,"Separately , a Kurdish group claimed responsibility for the downing of a West German airliner in Turkey Saturday in which 16 were killed "
kill,nonliteral,wsj02:3520,U,"The army moved into a state-owned steel plant occupied by striking workers , killing at least five and injuring 50 , in a marked escalation of Brazil 's social and economic crisis "
kill,nonliteral,wsj02:4789,U,"The making of `` War and Remembrance '' is the story of how ABC 's old managers wanted a program so badly they agreed to one of the worst deals in television -- and how the new owners , well aware of the hazards , passed up the chance to kill it "
kill,nonliteral,wsj06:1267,U,"Shell is still recovering from an accident in May at its Norco , La . , refinery , which killed seven people and knocked out 20 % of Shell 's sales "
kill,nonliteral,wsj11:6413,U,"So the Environmental Protection Agency says 20 , 000 people are killed every year by radon gas -LRB- `` EPA Radon Study Cites More Danger Than 1987 Report , '' Sept. 13 -RRB- "
kill,nonliteral,wsj15:9690,N,"The deal was finally killed by MCA management , Mr. Olson says "
kill,nonliteral,wsj17:1128,U,"Investigators found that the January 1986 disaster , which killed all seven crew members , was caused by design flaws in the booster rockets that were made worse by cold weather "
kill,nonliteral,wsj17:4783,U,Federal safety investigators here began examining whether engine problems may have contributed to the crash of a Delta Air Lines 727 here Wednesday that killed 13 people 
kill,nonliteral,wsj17:6286,U,"The spacecraft 's cost of at least $ 25 billion has made it a fat target for budget cutters , who nearly killed the program this summer "
kill,nonliteral,wsj19:6818,U,Corporate Annual Reports ' Mr. Lewis believes the SAR concept was killed by the October stock crash 
kill,nonliteral,wsj26:3634,U,"The spokesman said Baker 's decision was accelerated by litigation arising from the June 1985 crash of an Air India jumbo jet off the coast of Ireland , which killed all 329 people aboard "
kill,nonliteral,wsj28:10691,U,One pilot was killed when two of the jets collided in flight 
kill,nonliteral,wsj29:82,U,"One of his major products , Triple-X , which is used to kill head lice , had no sex appeal at all "
kill,nonliteral,wsj32:5333,U,"According to Indian government estimates , more than 2 , 800 were killed by the gas and thousands were injured "
kill,nonliteral,wsj33:6884,U,"But the restructuring , if implemented , would have effectively killed the Bass group 's revised offer of $ 73 a share for the 90.1 % of Macmillan 's shares it does n't already own "
kill,nonliteral,wsj36:44,U,"And even when there is room , community opposition to jet noise often kills expansion plans "
kill,nonliteral,wsj36:602,N,"EMPLOYEE LEASING was supposed to be killed , or at least maimed , by the Tax Reform Act of 1986 "
kill,nonliteral,wsj38:5737,U,Congress wo n't kill UDAGs ; that brave act would offend the politically influential developers the program nourishes 
kill,nonliteral,wsj42:1670,N,"The writers ' strike forced CBS Inc. yesterday to delay the debut of its critical fall season until the end of October , killing the third-place network 's plan for a head start on its rivals "
kill,literal,wsj02:10300,L,The Soviets also rate as prime suspects in the plane crash that killed President Zia ul-Haq in August ; Pakistanis have concluded the cause was unspecified sabotage 
kill,literal,wsj02:9086,L,An Israeli patrol killed a three-year-old Palestinian boy in the Gaza Strip as Arabs staged a general strike in the occupied territories to mark the start of the 12th month of an uprising against Israel 
kill,literal,wsj03:7158,L,"In the West Bank , troops fired on Arab youths , killing at least one "
kill,literal,wsj11:2157,L,"Water is receding there , but in Bombay yesterday , torrential rains killed at least 14 people , and roads and rail links in the city were cut off "
kill,literal,wsj14:11129,L,"After such warfare killed or maimed millions in World War I , public horror brought an international agreement in 1925 to ban it forever "
kill,literal,wsj14:355,L,"In fact , nursery accidents killed an average of 81 children a year between 1980 and 1986 "
kill,literal,wsj14:9488,L,"In 1983 , North Korean agents are believed to have set off a bomb in Rangoon , Burma , that killed four South Korean cabinet ministers and 13 other Koreans in what may have been an attempt on the life of then-President Chun Doo Hwan "
kill,literal,wsj15:2732,L,The failure of a rocket joint touched off the January 1986 explosion that killed the seven Challenger astronauts 
kill,literal,wsj20:4056,L,Israeli television said a Palestinian girl was killed during a West Bank protest and Gaza Strip hospital officials said 105 Palestinians were treated for beatings during a general strike there 
kill,literal,wsj27:1480,N,Gov. Roemer 's first effort to kill 125 panels outright died in the legislature earlier this year 
kill,literal,wsj27:4594,N,"People with AIDS , however , should understand that the forces arrayed to kill any proposal to suspend Kefauver are formidable "
kill,literal,wsj29:777,L,"Five years ago , a North Korean bomb killed 17 high-ranking South Korean government officials who were on a state visit to Rangoon , Burma "
kill,literal,wsj30:10359,L,"Palestinian refugee camp near Sidon , Lebanon , killing two sons of Mohammed Mrad , a leader of the dissident Democratic Front for the Liberation of Palestine "
kill,literal,wsj30:4171,L,"Athens , killing the U.S. military attache in Greece "
kill,literal,wsj31:291,N,Bicycles kill far more children than handguns 
kill,literal,wsj31:9036,L,"According to this scenario and much insider speculation , the plot to kill Mr. Ozal may have originated with a middle-level official whose career was threatened "
kill,literal,wsj32:2748,L,"Last Tuesday , a federal jury in Akron , Ohio said it could n't identify a defect that could have caused an Audi 5000 to suddenly accelerate in an accident that killed a six-year-old boy "
kill,literal,wsj32:3760,L,"India 's northern Haryana state , killing at least 15 people and wounding about 25 others "
kill,literal,wsj38:10618,L,At least 35 people have been killed as the siege enters its second week 
kill,literal,wsj39:2561,L,More than 211 people have been killed and 586 wounded since the current fighting began between the Amal and Hezbollah 
kill,literal,wsj44:5367,L,"But the Nazis did n't occupy Hungary , and kill half a million Jews , until 1944 "
kill,literal,wsj47:5055,L,The shelling killed two people in his kibbutz 
kill,literal,wsj51:4738,L,"Many of the 96 victims of Puerto Rico 's Dupont Plaza hotel fire on Dec. 31 , 1986 , were killed in a casino near the lobby "
kill,literal,wsj52:10767,L,"But in talking with the FBI agent , the man not only denied he 'd killed anyone , he said that he had n't escaped from prison , that the warden had simply told him to leave one day after more than 20 years behind bars "
kill,literal,wsj53:7821,L,"Soviet officials acknowledged that several people were killed and others injured in recent ethnic unrest in Sumgait , in the republic of Azerbaijan "
kill,literal,wsj54:6013,L,"Two Arabs aboard the vessel were killed , and three others were captured after the boat was intercepted by an Israeli patrol vessel off the southern Lebanese port city of Tyre "
kill,literal,wsj55:3374,L,"Israelis have killed dozens of Palestinians , beaten hundreds and imprisoned thousands "
kill,literal,wsj60:1465,L,"The observers in Seoul are convinced North Korea was responsible for the Nov. 29 bombing of a Korean Air Lines flight near Burma , which killed 115 "
kill,literal,wsj64:598,L,The military said three soldiers also were killed when about 300 rebels attempted to overrun a 30-man government outpost 
kill,literal,wsj66:10536,L,"But the Nazis did n't occupy Hungary , and kill half a million Jews , until 1944 "
kill,literal,wsj72:10069,L,"It concluded that some 9 % of the population , or 1.5 million people , probably has been killed "
kill,literal,wsj72:1269,L,"Enseco Inc. said an explosion early yesterday at a unit 's plant in Berkeley Heights , N.J . , killed three people and seriously injured a fourth "
kill,literal,wsj74:149,L,"Police said managing partner John A. Mulheren Jr . , whom they arrested Feb. 18 carrying a loaded rifle outside his home in Rumson , N.J . , intended to kill arbitrager Ivan F. Boesky , who has implicated Mr. Mulheren in Wall Street 's insider trading scandal "
kill,literal,wsj78:2953,L,London sentenced an American member of the outlawed Irish Republican Army to life imprisonment for killing a British police officer 13 years ago 
kill,literal,wsj79:10086,L,The U.N. said the fatalities brought to 48 the number of Palestinians killed since the wave of anti-Israeli unrest began in the occupied areas Dec. 8 
kill,literal,wsj79:2214,L,"And , Germans would be killed sooner by Russian tanks and artillery "
kill,literal,wsj82:1889,L,He killed 47 in one month 
kill,literal,wsj83:4,L,"Fidel Ramos , armed forces chief of staff , blamed the Communists for the deaths of 50 % of the candidates killed in pre-election violence , though personal rivalries and the settling of old scores appeared in many instances to be stronger motives "
kill,literal,wsj85:1547,L,"They appear in the internecine killing between different mafia groups , and the killing of judges , journalists , police and government leaders opposed to the drug traffic "
kill,literal,wsj01:5806,L,L'Ambiance Plaza in which 28 people were killed 
kill,literal,wsj01:9592,U,"But half a dozen former associates and competitors say that at one time or another he vowed to kill them ; one associate , Dennis Hollembeak , alleged he was threatened "
kill,literal,wsj02:2065,U,Arab squad that seized the observation post and held the five soldiers for about 17 hours 
kill,literal,wsj03:1038,L,"Army and medical rescue teams reached stricken Chinese villages in a remote area near Burma , where an earthquake Sunday killed more than 900 people "
kill,literal,wsj03:4335,U,China 's official radio reported that more than 600 people were killed in a powerful earthquake Sunday just inside the country 's mountainous southern border 
kill,literal,wsj03:6594,U,Long Island Lighting Co. stockholders approved a proposal under which the utility 's controversial Shoreham nuclear power plant would be killed in exchange for sizable rate increases and other financial incentives 
kill,literal,wsj04:2525,U,"The Sinhalese militants , who oppose a government accord with minority Tamils , called a strike for today and vowed to kill those who defy it "
kill,literal,wsj05:9200,U,"Israeli warplanes attacked Palestinian guerrilla bases in Sidon and Beirut , killing at least six people , including a man identified as a senior PLO commander "
kill,literal,wsj05:9277,L,"In a Batman comic book hitting newsstands next week , DC Comics Inc. is killing off one of its oldest characters , the younger half of the Dynamic Duo "
kill,literal,wsj07:4831,U,"Israel 's border crossing in southern Lebanon , killing at least seven Israeli soldiers and the Moslem guerrilla driver "
kill,literal,wsj08:926,L,"Rather , emphasis should be placed on sophisticated incapacitating agents that do not kill or maim but simply render people unconscious or unable to act "
kill,literal,wsj10:3377,U,"Her mother tells her that Constantine is dead , as are her eight other brothers , killed in a war since the wedding "
kill,literal,wsj10:8804,U,The failure to override effectively killed the bill 
kill,literal,wsj11:2152,U,Pakistan 's president vowed to punish gunmen who have killed more than 260 people in recent days 
kill,literal,wsj13:1026,L,"There has yet to be a confirmed report of a large animal killed by the flames , although a few deaths are almost inevitable , park officials say "
kill,literal,wsj13:200,U,"Burmese security forces killed at least 12 people as mobs violated a curfew imposed by the new military regime and looted shops in Rangoon , state-run radio reported "
kill,literal,wsj13:220,U,Israeli troops clashed with Palestinians in the occupied West Bank and Gaza Strip after a 13-year-old Arab girl was killed by Israeli gunfire 
kill,literal,wsj13:4442,U,At least one person was reported killed and about 50 injured in ethnic clashes 
kill,literal,wsj13:4868,L,"Mr. Weiss suggests that the new approach , once developed , could be used in combination with CD4: The CD4 would handle the free-floating viruses , while the new drug would kill infected cells "
kill,literal,wsj13:7338,L,Federal researchers are exploring a possible new biological weapon against cells infected with the virus that causes AIDS. Scientists at the National Institutes of Health are studying a chemical that seeks and kills AIDS-infected blood cells without harming healthy ones 
kill,literal,wsj13:9593,L,"It kills the parasite residing in red blood cells and has few side effects , SmithKline said "
kill,literal,wsj14:356,U,"Walkers and jumpers were involved in three deaths , strollers and carriages in six , playpen accidents killed 26 , and cribs were involved in 395 deaths "
kill,literal,wsj14:4335,U,"Nobody is more innocent than the asbestos worker who was unknowingly exposed to the dangerous product that kills him , '' contends Mr. Schroeter "
kill,literal,wsj14:4755,U,"Discovery will be the first shuttle launched since January 1986 , when the Challenger disaster killed seven astronauts "
kill,literal,wsj15:3356,U,"Palestinians are killed , and the world sees it on television and protests , '' says Vahit Mustafa , who has fought Iraqis for most of his 24 years "
kill,literal,wsj15:7876,U,Mohammed Ali Hamadi killed an American serviceman during the June 1985 hijacking of a TWA jetliner 
kill,literal,wsj15:971,U,Security forces in Lesotho attacked hijackers holding a busload of pilgrims going to see Pope John Paul II. Officials said three hijackers and a hostage were killed in the shootout involving South African police requested by Lesotho 
kill,literal,wsj16:6376,U,At least 416 people have been killed by floods caused by monsoons that began in June 
kill,literal,wsj16:657,U,"In the late stages of the Iran-Iraq war , the U.S. clearly tilted toward Iraq , minimizing , for instance , Iraq 's missile attack against the Stark , which killed 37 U.S. sailors "
kill,literal,wsj16:659,U,"According to Kurdish refugees fleeing into neighboring Turkey , hundreds have been killed and thousands wounded in the current campaign "
kill,literal,wsj16:9478,U,"Colombo , Sri Lanka , and police said five people were killed and at least 20 injured "
kill,literal,wsj18:8620,U,"If the answer is yes , we are approving of socialism that , in its extreme forms , has killed , starved and enslaved millions in this century "
kill,literal,wsj19:5587,U,"Separately , an IRA bomb killed a man believed to be a Royal Navy officer in Belfast "
kill,literal,wsj19:5740,L,Thirty-seven U.S. crewmen were killed in that unexpected attack 
kill,literal,wsj20:6744,U,"Israeli troops fired on hundreds of rioting Palestinians at a Negev Desert prison camp , killing two and wounding a third , the army said "
kill,literal,wsj20:7298,U,"There have been several encounters in the area in recent weeks between South African security forces and alleged guerrillas of the outlawed African National Congress , including a shootout in which a suspected guerrilla and a policeman were killed "
kill,literal,wsj21:410,U,"The government reported fewer than 100 deaths since last Monday , although some believe as many as 1 , 000 were killed "
kill,literal,wsj21:4872,U,"Burmese troops killed at least 15 more people as anti-government violence spread to Rangoon 's suburbs , official media said "
kill,literal,wsj21:8432,L,Fat and cowardly generals had a good chance of being kicked out ; company commanders who were n't any good have either been kicked out or killed in battle 
kill,literal,wsj22:2431,U,"Various reports have him kidnapped , killed or in Cuba "
kill,literal,wsj24:1241,U,"On the final vote , a handful of members initially withheld their votes , these lobbyists said , and would have voted to kill the bill if its opponents appeared likely to succeed "
kill,literal,wsj27:1384,U,"He said the downing of the plane , in which 290 people were killed , was a `` terrible human tragedy , '' but asserted that the U.S. had a right to protect gulf shipping lanes "
kill,literal,wsj27:1984,L,Foresters estimate that millions have been killed in Michigan and Wisconsin alone 
kill,literal,wsj27:5215,L,"The only thing that would make me feel better about -LRB- the NIH experiment -RRB- would be to put in a second marker gene as a fail-safe , to allow you to kill all the cells of that lineage at will if something went wrong , '' one researcher says "
kill,literal,wsj28:3329,U,"Israeli soldiers shot and killed a Palestinian protester , and two other protesters died over the weekend in clashes with troops as a Palestinian uprising in the West Bank and Gaza Strip entered its eighth month "
kill,literal,wsj28:7058,U,"Separately , the Armenian press agency said troops killed one person during a protest that shut the airport at Yerevan , the republic 's capital , Tuesday "
kill,literal,wsj28:8150,U,"The chancellor and his compatriots have argued that their problem is timing , that the long-term advantages of deep supply-side cuts would never be realized because such measures would in short order kill the conservative-led coalition "
kill,literal,wsj28:9674,U,Radio Kabul also said rocket attacks on the Afghan capital killed seven and injured 19 
kill,literal,wsj29:4794,L,"Shortly , the USS Stark failed to defend itself from an Iraqi attack and 37 Americans were killed "
kill,literal,wsj29:5467,L,"He notes that Iraq defused American anger last year by offering to pay damages after an Iraqi jet fighter mistakenly fired at the frigate USS Stark , killing 37 seamen "
kill,literal,wsj29:5731,L,Officials in West Germany prepared for today 's start of a trial of a Shiite Moslem for the 1985 hijacking of a TWA jet in which a U.S. sailor was killed 
kill,literal,wsj30:10345,L,"AN AIRBUS A-320 CRASHED at an air show in France , killing at least three "
kill,literal,wsj31:9334,U,"Palestinian factions battled in two of Beirut 's refugee camps , and Lebanese police said at least 12 civilians were killed and about 45 others were wounded "
kill,literal,wsj32:11055,U,"But if the AIDS community is forced to accept the research establishment 's current bench marks of `` efficacy '' -- dramatic , AZT-type improvements or killing of the virus -- victims will be waiting and dying into the next century "
kill,literal,wsj32:527,U,"Their clearest disagreement is on the death penalty: Mr. Bush favors it for big drug traffickers and those who kill during drug-related crimes , while Mr. Dukakis has opposed the death penalty "
kill,literal,wsj32:7017,L,"Blaming faulty lift-slab methods , OSHA has proposed $ 5 million in fines for contractors involved in the L'Ambiance Plaza apartment complex in Bridgeport , Conn . , which collapsed last year , killing 28 people "
kill,literal,wsj35:2359,L,"April 29 flight , killing a flight attendant "
kill,literal,wsj35:9667,U,"Separately , a U.N. official said tear gas fired by Israeli soldiers into enclosed spaces had killed 11 Arabs in the occupied areas and caused dozens of miscarriages "
kill,literal,wsj36:4152,L,The mishap killed a flight attendant 
kill,literal,wsj36:9307,L,"With her giant henchman , the evil Gen. Kael -LRB- possibly named after the film critic of the New Yorker magazine , Pauline Kael -RRB- , she 's out to kill the baby who 's destined to end her rule "
kill,literal,wsj37:6381,U,"Fighting raged in the area , and as many as 13 people were killed and 78 others wounded "
kill,literal,wsj37:9310,U,"Kids were n't bouncing off the walls , fighting , killing each other , '' says Gerald DeClementi , principal at Aletta Crichton Elementary School "
kill,literal,wsj38:10459,U,The Wall Street Journal reported that the company and New York state have agreed to operate the utility jointly and that the accord is expected to kill Lilco 's Shoreham nuclear plant 
kill,literal,wsj38:3902,U,"On May 16 , Mr. Guez , 43 years old , allegedly said , in the presence of the attorney , that he intended to kill Judge Lifland `` if a result contrary to his interests were to be reached , '' the criminal complaint said "
kill,literal,wsj38:4511,U,"Israeli soldiers raided two isolated villages in the West Bank , killing a Palestinian youth after they were surrounded by hundreds of stone-throwing protesters "
kill,literal,wsj40:10298,U,"At least 40 Arabs were killed in the incursion , and sources said as many as 20 guerrillas taken prisoner "
kill,literal,wsj40:1171,U,At least 154 people have been killed and 372 wounded in fighting that began Friday 
kill,literal,wsj40:1461,L,One person was killed -- an engineer on one of the trains 
kill,literal,wsj40:4013,U,"Rival militias in Beirut fought hand-to-hand for control of Shiite slums in the southern part of the city , and 65 were reported killed and 150 wounded "
kill,literal,wsj40:6179,L,The fire killed a building engineer trapped in an elevator and injured 40 custodial workers and firefighters 
kill,literal,wsj41:11017,L,"It does n't take a lot of sophistication to kill a lot of people in the middle of New York City , '' said one official "
kill,literal,wsj41:11120,L,"It was then that a 747 crash killed 520 people , the worst single-aircraft accident in aviation history "
kill,literal,wsj41:2124,U,"Henderson , Nev . , killing one person and injuring more than 150 "
kill,literal,wsj41:3585,L,Consolidated Rail Corp. said it agreed to pay $ 58 million to settle all claims outstanding on behalf of 16 people killed in a 1987 train collision 
kill,literal,wsj41:9048,U,"You do n't have to kill it , '' he says of the sport "
knock,nonliteral,wsj03:1340,N,"In 1985 , we took a write-off to finance all this restructuring that knocked a third of our equity away "
knock,nonliteral,wsj03:748,N,Hispanic groups had gone to federal court in an unsuccessful attempt to knock the amendment off the ballot 
knock,nonliteral,wsj04:7291,N,"The issue is particularly hot in Florida , where a coalition of civic leaders , civil libertarians and Hispanic groups went to federal court recently in an unsuccessful attempt to knock the proposed amendment off the ballot "
knock,nonliteral,wsj06:7909,N,"Grand Metropolitan PLC , seeking to knock down another legal impediment to its proposed acquisition of Pillsbury Co . , said it would dispose of Pillsbury 's barge and towboat business if it gained control of the Minneapolis food and restaurant concern "
knock,nonliteral,wsj13:3310,N,"Any bad news knocks stocks down , '' he said "
knock,nonliteral,wsj24:1104,N,"No one 's knocking down the door anymore , '' said Paul Lovegren , senior account executive at Wassendorf & Son Co . , Cedar Falls , Iowa "
knock,nonliteral,wsj30:1764,N,"That was altogether appropriate , because some minutes before Tyson had knocked Spinks 's block off , figuratively speaking "
knock,nonliteral,wsj30:1786,N,"It does n't take a hard shot to knock someone out if you hit him in the right spot , '' he noted "
knock,nonliteral,wsj31:4552,N,"The project , which is capable of supplying 8 % of South Africa 's electricity needs , was knocked out of commission several years ago by sabotage from anti-government rebels in Mozambique supported by South Africa "
knock,nonliteral,wsj36:2520,N,New York was knocked out in court and another court fight is under way in Massachusetts 
knock,nonliteral,wsj40:2763,L,"And most of the jobs will go to candidates sought out by search firms , not those knocking on headhunter doors "
