Verb,Noun,Labels
destroy,missile,"['L', 'L', 'L', 'L', 'L', 'L', 'L']"
besiege,bureaucrat,['N']
pump,gas,"['L', 'L']"
eat,salsa,['N']
touch,issue,['L']
rest,doubt,['L']
escape,censure,['N']
kill,woman,['L']
examine,death,['L']
plow,road,['L']
cool,it,"['N', 'L', 'L']"
stick,consumer,['N']
absorb,activity,['N']
escape,combat,['N']
eat,minute,['N']
knock,brick,['L']
absorb,more,"['N', 'L', 'L']"
miss,aspect,['L']
grab,knife,['L']
strike,post,['L']
absorb,quantity,"['L', 'L']"
grab,him,"['N', 'L']"
dance,movement,['N']
flow,back,['N']
drink,juice,['L']
destroy,enterprise,['N']
pour,can,['N']
miss,Brian,['L']
kill,serviceman,['L']
smooth,relationship,['N']
pump,action,['L']
stick,You,['N']
kick,pile,['L']
lend,sum,"['L', 'L', 'L']"
kill,Messrs,['L']
escape,routine,['N']
examine,Cashways,['N']
destroy,hope,"['N', 'L']"
grab,snack,['L']
pump,deficit,['N']
miss,Monthly,['L']
destroy,deal,['N']
touch,drop,['N']
knock,window,['L']
examine,application,['L']
destroy,building,['L']
dance,pa,"['L', 'L', 'L']"
drag,dollar,"['N', 'N', 'L']"
touch,nerve,['L']
destroy,%,['L']
attack,deduction,['L']
smooth,difference,"['N', 'L']"
examine,food,['L']
knock,vehicle,['L']
roll,trouser,['N']
attack,prosecutor,['N']
ride,coattail,"['N', 'N', 'N', 'N']"
knock,third,['N']
attack,elite,['L']
flood,office,"['N', 'N', 'N', 'N', 'N', 'L', 'L']"
roll,margin,['N']
grasp,magnitude,['L']
plow,fund,['N']
kill,baby,['L']
examine,witness,"['L', 'L']"
fix,malfunction,['L']
destroy,one,['L']
miss,one,"['N', 'L']"
escape,increase,['N']
dissolve,stone,['L']
grab,stewardess,['L']
fill,station,['L']
grab,buyer,['N']
rest,decision,['N']
kill,all,"['L', 'N']"
kick,broadcaster,['N']
examine,policy,"['L', 'L']"
absorb,majority,"['N', 'N']"
touch,response,['L']
target,him,['L']
